measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,920.58147976435,1135.11770876471,702.05137531543
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,309.68407737092,380.32341253533,230.66102006015
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,290.56727803132003,356.66129477374,217.33388030349002
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,274.95230476803,339.9800906163,208.06671208483002
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,253.5407272063,314.34045668379997,192.80181844403998
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,228.39755241754,285.86601806651,175.08748769518
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,212.00401615500002,266.53061139678,162.35496084315
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,195.38042071177998,244.72419895484,150.01549542033
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,184.41525255298998,230.71714441174,141.17675485131
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,173.24130729324,218.27082406153,131.48941791842
DALYs (Disability-Adjusted Life Years),Poland,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,157.25577564333,197.83301024199002,118.99361238758999
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,271.72357823375,347.13872507744003,207.66917571228998
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,259.42410167801,334.00948717919,198.70572385497
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,243.60231941093997,315.13004545609,184.43066320523
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,229.02234107117,295.65662059028,175.32868048364
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,216.52552486221,280.21675771036996,166.35755102327002
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,212.57567654615002,277.14820342851,164.28859272206
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,194.43421025041,251.64756556209,149.94994309016
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,182.75140764674,234.03142111491,138.58416135245
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,169.37444464018,218.13484605699,125.84327928089999
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,154.16640265064,200.45588147998,113.25829616054999
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,123.95730624887001,153.53591340908,95.65109740917
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,122.30658312442,150.20668040671,94.78627129814
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,120.71910717786,148.6816078928,93.45997177612
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,118.37394207551002,145.54053666043998,91.33376296318
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,117.01281205887999,144.20151634764,90.83063428188001
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,120.02262023079,147.33876268644002,92.3233394328
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,110.16928871486,135.35508192845,84.52751990945
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,106.08274365122,131.44527710220999,80.67568137997
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,99.10149121153,124.89945750000001,74.31170319956
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,93.13564987084,121.24667485436001,68.57931249142
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,86.33486815234,107.30598438815,65.80983980518
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,83.55284875878,103.08945400786999,63.866153859949996
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,81.48947587544,99.67029236811001,62.51890132264
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,79.66471926279,97.23676289362,61.63737110834
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,78.76406555379,96.48031019014,61.004062675499995
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,76.43298953855,93.88339044154999,59.23358100461
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,71.88045373712,88.05160066868,55.57092545688
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,67.16815134645,82.45823921047,51.95744624198
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,63.68328199396999,79.00521657029,48.97315791655
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,60.4536072043,75.57147457098,46.79469252816
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,959.5873365781999,1231.9177463098,597.0477032280501
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,926.6100703466401,1196.9621065111799,575.54585452363
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,860.8098183499601,1111.79518524744,543.68073528111
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,818.05235037954,1057.68536774026,522.81434082553
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,816.4038331486399,1046.5344390789498,548.4302358996599
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,792.20437609532,1013.8447254037101,538.3460208592
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,770.43926126005,992.34137141971,534.5500209424599
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,744.47290520339,966.2247036389,505.39130038976003
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,701.49046656555,925.2963577544499,488.57470253017004
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,662.8525755717501,877.11724604777,444.07159874977003
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,400.34919325959004,603.4231990187001,168.05523111282
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,413.33037388728,611.9211650635,181.3764751899
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,425.56411951042,623.47964383254,195.70821759953
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,438.23982164789,635.33262174399,202.87694066482
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,450.87618976208,660.80155303992,210.96657992706
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,457.52380030949,663.49688930168,218.60556683854
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,452.02612389893994,647.4849219757,221.27475998928
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,433.45818566514,605.85475335152,217.42176384002
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,403.69031881552,563.07763585027,209.79601145323002
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,387.15040404551,541.08562912504,199.43308134555
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2010,126.12442237703999,160.5995261925,72.66039129421999
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2011,125.02700332213,157.77272650014,73.08606295466001
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2012,122.31414656375,155.51303733133,73.47977634390999
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2013,122.2705727732,155.21221511245,76.43089138262
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2014,121.67439722936,154.61981220269,78.8893515598
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2015,121.31577311451001,153.10067325946,80.30451963166
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2016,115.76832033628,145.37510626596,78.81172578013
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2017,107.46356499835,132.93058076668,74.36470689923
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2018,99.88519612516001,124.18831485804999,70.71561319498
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2019,97.94313854976,122.46606951918,69.33574800646
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2010,67.4335361579,83.36175281266,53.897459761309996
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2011,69.9966827053,86.93497035533,55.68512738366
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2012,69.36956932588001,85.68858538885,55.102219168400005
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2013,72.80803537289,90.67511192297,57.15296012555
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2014,68.56682844777,85.11256360951,54.03274341027
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2015,68.81240762896999,85.66342209733,53.416984746
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2016,63.01608622652,78.56433042414,48.86395806305
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2017,58.017448676259995,73.46694247016,44.490254388560004
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2018,52.679157570579996,67.49898288461999,39.82710996834
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2019,49.222214523119995,63.831095969,36.35717529912
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,818.6760916610899,986.40484283921,628.52854387188
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,782.6871047688601,949.95029614766,609.1918479605399
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,733.33004647064,894.3507196367899,567.66429764663
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,677.09741643957,832.4899899818,523.01828052538
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,608.97934612386,750.62690236288,468.15899120512
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,572.65070569639,708.39004259475,443.31188163671
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,515.22432104053,639.6739441761,396.13389507074
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,465.22570402351,585.34678674574,353.77733220101004
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,419.45537723154,528.38392640937,313.29040279019
DALYs (Disability-Adjusted Life Years),Czechia,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,385.69233042494,490.66061126405003,283.9662864393
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2010,1686.24899326356,2228.87122604778,828.1496280781901
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2011,1693.52687919238,2199.62697590076,824.29451656676
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2012,1672.6187215766,2158.22146029554,841.73138535645
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2013,1695.6448294353202,2167.90995180137,860.9383820870601
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2014,1699.4930961148898,2156.2489352604,897.4653600795199
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2015,1745.5339681031498,2205.70455389364,926.30322464401
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2016,1692.70057936791,2118.41138568126,883.56685398278
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,1620.47469599951,2037.5590057645402,834.5375460611899
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,1550.0451771045898,1970.72730825402,811.09427390976
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,1554.38197242474,1975.09980422137,814.0242538140399
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,81.43015783206,99.66925412456999,62.27001634799
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,80.74620730571,98.32456772212,61.875661605560005
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,79.45728943297,97.74627604031,61.456292890849994
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,77.28628826992001,94.11334049418,59.59018647537
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,76.58620418594,94.78514605007,58.479391314379995
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,78.22382741147,97.52731824064,59.190557351790005
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,70.5733191007,88.10840370136,53.976455710260005
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,65.58099030416,81.71780704469,50.08862244022
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,59.63137099867,76.71029151795,44.785921287389996
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,56.18972082934,72.75679234869,41.62559930056
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,464.17080857446,585.97322933592,333.98652081577
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,424.43020051801005,538.2466830582999,312.04053802066
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,406.69142815245004,518.96506624052,295.90760233871003
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,369.84905310624,474.81690661259995,273.49899492037997
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,355.44538245777,458.87153961836,261.83298713354003
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,330.08843379176,433.91742651643,247.57315489322002
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,308.28183656793,401.02294244292995,232.32897667595
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,285.40992177457997,365.74636097561,212.85247496141997
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,266.55095417523,342.45141830112,196.1065923978
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,251.30597095870002,325.97309252734004,179.94875877231001
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,155.92062470688,194.60344603328,105.51518128119001
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,150.41866878141,186.70669076887998,101.44565453673
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,149.13705772925,184.39004548687,102.62943090262002
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,144.63150837794,177.57762805295,102.95200485136999
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,142.32171503983,173.90477457892,105.41270807494999
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,138.13113641718,169.1522813945,104.30131995391001
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,131.56064761791,161.29557119899002,99.56019852308
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,119.32064948053001,146.88531883483,90.99239420859
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,111.20720579098999,138.59688613295,84.36827816278
DALYs (Disability-Adjusted Life Years),North Macedonia,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,108.55033469535,135.86006833105,81.29280163663
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,89.13702747388,110.01407749327,68.90164539485
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,82.50816798745,101.73414130293999,64.4595757279
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,78.19680984642,96.3636796699,60.73241752416
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,72.71685180416,89.73523672513001,56.346957796069994
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,72.97772368735001,90.14575968545,56.68352829166
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,70.94841649067,88.22009012328,54.99664508314
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,67.23675277395999,84.01324789594,52.153197107539995
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,63.99498390048,80.70641501169001,49.108916373510006
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,60.50327669223,77.16927238837,45.86959475094
DALYs (Disability-Adjusted Life Years),Romania,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,57.955577861010006,75.47443517897,43.22777194028
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2010,2250.11033841668,2739.22968094699,1521.60301851022
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2011,2149.4614343695002,2593.14527706019,1457.17404050233
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2012,2039.2366721296198,2463.0963270730304,1427.88532340037
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2013,1946.50890514831,2354.00121179592,1407.8243935497198
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2014,1948.98472919442,2353.21238736337,1422.00668011739
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2015,1873.83273046033,2283.69756230425,1417.9177357088502
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2016,1796.4500615987301,2174.71421700678,1372.40850613106
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,1724.8925765163601,2091.1540858134704,1315.13969049069
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,1635.9469897882902,1985.8422864741,1276.74096692793
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,1545.48640374284,1894.78505215474,1200.47140129738
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,594.02859473645,755.0007627883799,432.48935884166
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,557.6474098446499,709.70384041593,402.71599231416
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,536.07505223037,681.37115889075,385.46730776887
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,491.75891289603,621.92091415274,360.07265496482
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,480.93078265757,614.5748518740199,357.65166509394004
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,488.42243583915996,629.23195831872,361.48114366011
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,428.14142472986,548.2667946730301,312.34222053307997
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,400.50854113555005,517.05952187939,289.14165087805
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,365.17632584557003,478.2530335435,258.29628157983
